2024-12-17T13:26:02.920919-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: Could not determine join condition between parent/child tables on relationship SalaDeEstudo.equipamentos - there are no foreign keys linking these tables.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or specify a 'primaryjoin' expression.
2024-12-17T13:38:52.966486-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:53.130101-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:53.321582-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:53.509368-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:53.670302-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:53.854044-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:53.998873-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:54.141678-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:54.284586-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:54.448233-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:54.603192-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:54.762235-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:54.939410-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:55.089634-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:55.238732-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
2024-12-17T13:38:55.414503-0300 ERROR | routes.py | listar_bibliotecas | Erro ao listar bibliotecas: One or more mappers failed to initialize - can't proceed with initialization of other mappers. Triggering mapper: 'Mapper[SalaDeEstudo(saladeestudo)]'. Original exception was: Could not locate any relevant foreign key columns for primary join condition 'saladeestudo.numero = equipamento.sala_numero AND saladeestudo.andar = equipamento.sala_andar AND saladeestudo.biblioteca_id = equipamento.biblioteca_id' on relationship SalaDeEstudo.equipamentos.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or are annotated in the join condition with the foreign() annotation.
